rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
S4QD9M7EM9Y7A6HK.JRTCKXETXF.6YS6EN2CT7,0.2079200000,US East (N. Virginia),General purpose,2,m7a.large,8 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
S78KHHH96AJF23KZ.JRTCKXETXF.6YS6EN2CT7,2.3600000000,US East (N. Virginia),GPU instance,16,g5.4xlarge,64 GiB,1 x 600 GB NVMe SSD,Up to 25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
S7AHY8P5SV29MNFC.JRTCKXETXF.6YS6EN2CT7,4.0440000000,US East (N. Virginia),Compute optimized,48,c6a.12xlarge,96 GiB,EBS only,18750 Megabit,Windows,Compute Optimized,Windows,NA,No License required
R98SF3K4TP6TTM3V.JRTCKXETXF.6YS6EN2CT7,5.0556000000,US East (N. Virginia),General purpose,48,m6id.12xlarge,192 GiB,2 x 1425 NVMe SSD,18750 Megabit,Windows,General Purpose,Windows,NA,No License required
RTZ76VK544A8WPTF.JRTCKXETXF.6YS6EN2CT7,5.8596000000,US East (N. Virginia),Memory optimized,48,r7a.12xlarge,384 GiB,EBS only,18750 Megabit,Windows,Memory Optimized,Windows,NA,No License required
RU8J9XP2SNRPAB3S.JRTCKXETXF.6YS6EN2CT7,3.3760000000,US East (N. Virginia),General purpose,32,m5n.8xlarge,128 GiB,EBS only,25 Gigabit,Windows,General Purpose,Windows,NA,No License required
RUMJ5QQHYNKUEMCR.JRTCKXETXF.6YS6EN2CT7,18.5088000000,US East (N. Virginia),General purpose,192,m7i.48xlarge,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
RUYBG3SJMB2G5YJS.JRTCKXETXF.6YS6EN2CT7,0.1946400000,US East (N. Virginia),Compute optimized,2,c7a.large,4 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
RVRGDGB6G47N4J4F.JRTCKXETXF.6YS6EN2CT7,0.1220800000,US East (N. Virginia),Memory optimized,1,r7a.medium,8 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
RWECWC2SWPAU4QSE.JRTCKXETXF.6YS6EN2CT7,0.8216000000,US East (N. Virginia),Compute optimized,8,c6in.2xlarge,16 GiB,EBS only,Up to 40000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
RJY3HCJGTH6TNPZR.JRTCKXETXF.6YS6EN2CT7,0.4480000000,US East (N. Virginia),General purpose,8,t3a.2xlarge,32 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
RJ2HY46H2GAXCYJA.JRTCKXETXF.6YS6EN2CT7,56.7079100000,US East (N. Virginia),Memory optimized,224,u-6tb1.56xlarge,6144 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
RJWZ3TWTP6R6R5VT.JRTCKXETXF.6YS6EN2CT7,3.5680000000,US East (N. Virginia),Memory optimized,32,r5ad.8xlarge,256 GiB,2 x 600 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
RBTHF99YNSM58N5C.JRTCKXETXF.6YS6EN2CT7,12.0320000000,US East (N. Virginia),General purpose,128,m6i.32xlarge,512 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
XDDQ4WNNBWWXSE8P.JRTCKXETXF.6YS6EN2CT7,16.8704000000,US East (N. Virginia),Storage optimized,128,i4i.32xlarge,1024 GiB,8 x 3750 SSD,75000 Megabit,Windows,Storage Optimized,Windows,NA,No License required
XFEDQ94YQWNZB5ZB.JRTCKXETXF.6YS6EN2CT7,0.3856000000,US East (N. Virginia),Compute optimized,4,c6id.xlarge,8 GiB,1 x 237 NVMe SSD,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
XFJWBADTXUKBRGTC.JRTCKXETXF.6YS6EN2CT7,3.8400000000,US East (N. Virginia),General purpose,40,m4.10xlarge,160 GiB,EBS only,10 Gigabit,Windows,General Purpose,Windows,NA,No License required
XHD5G9B7UQRUNW6V.JRTCKXETXF.6YS6EN2CT7,7.6320000000,US East (N. Virginia),Storage optimized,48,i3en.12xlarge,384 GiB,4 x 7500 NVMe SSD,50 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
WJ4GUA2WXQ6PJARF.JRTCKXETXF.6YS6EN2CT7,1.9400000000,US East (N. Virginia),GPU instance,16,g4dn.4xlarge,64 GiB,225 GB NVMe SSD,Up to 25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
WG3C7UM9P2WBPC35.JRTCKXETXF.6YS6EN2CT7,23.4384000000,US East (N. Virginia),Memory optimized,192,r7a.metal-48xl,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
WJECH6CEUA7JWCCM.JRTCKXETXF.6YS6EN2CT7,0.4100000000,US East (N. Virginia),General purpose,4,m5d.xlarge,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
WMM97TT2QNFQ3VN3.JRTCKXETXF.6YS6EN2CT7,0.8216000000,US East (N. Virginia),Memory optimized,8,r6a.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
WMZMV9VFMDY39S43.JRTCKXETXF.6YS6EN2CT7,17.3440000000,US East (N. Virginia),GPU instance,64,p2.16xlarge,732 GiB,EBS only,20 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
W2TF42TB33D7VDWX.JRTCKXETXF.6YS6EN2CT7,1.4240000000,US East (N. Virginia),Compute optimized,16,c5ad.4xlarge,32 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
W3RVHPACT4S66GCH.JRTCKXETXF.6YS6EN2CT7,0.4883000000,US East (N. Virginia),Memory optimized,4,r7a.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
W49ZFGVS757SUXQU.JRTCKXETXF.6YS6EN2CT7,0.3625000000,US East (N. Virginia),Compute optimized,4,c7i.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
WWNXU2QJU9XYEM5Z.JRTCKXETXF.6YS6EN2CT7,0.2266000000,US East (N. Virginia),General purpose,4,t2.xlarge,16 GiB,EBS only,Moderate,Windows,General Purpose,Windows,NA,No License required
WXVK338BCMPQ5NV3.JRTCKXETXF.6YS6EN2CT7,7.7120000000,US East (N. Virginia),Memory optimized,64,r5b.16xlarge,512 GiB,EBS only,20 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
W6WSTUAQ469EC8S8.JRTCKXETXF.6YS6EN2CT7,1.9280000000,US East (N. Virginia),Memory optimized,16,r5b.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
WBAHAMHNJ7UM7KX6.JRTCKXETXF.6YS6EN2CT7,9.9801600000,US East (N. Virginia),General purpose,96,m7a.24xlarge,384 GiB,EBS only,37500 Megabit,Windows,General Purpose,Windows,NA,No License required
WCTSW22T2W67NES3.JRTCKXETXF.6YS6EN2CT7,16.2820000000,US East (N. Virginia),Memory optimized,64,x2iedn.16xlarge,2048 GiB,1 x 1900 NVMe SSD,50 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
WDAJ6FNK7H5M66SC.JRTCKXETXF.6YS6EN2CT7,0.2110000000,US East (N. Virginia),General purpose,2,m5n.large,8 GiB,EBS only,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
WDJFGF98N8B5EAYC.JRTCKXETXF.6YS6EN2CT7,0.2511200000,US East (N. Virginia),General purpose,2,m6idn.large,8 GiB,1 x 118 NVMe SSD,Up to 25000 Megabit,Windows,General Purpose,Windows,NA,No License required
WDWU4S8SYFA3M36A.JRTCKXETXF.6YS6EN2CT7,7.2000000000,US East (N. Virginia),Compute optimized,72,c5n.18xlarge,192 GiB,EBS only,100 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
X59W5EUSN9XBS63S.JRTCKXETXF.6YS6EN2CT7,19.7184000000,US East (N. Virginia),Memory optimized,192,r6a.metal,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
X5EDE49DAERZVB7C.JRTCKXETXF.6YS6EN2CT7,0.4864000000,US East (N. Virginia),Memory optimized,4,r6id.xlarge,32 GiB,1 x 237 NVMe SSD,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
X734E9XXZUSRRNGE.JRTCKXETXF.6YS6EN2CT7,1.0287000000,US East (N. Virginia),General purpose,8,m5zn.2xlarge,32 GiB,EBS only,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
WPEZ6H9R829DMVHB.JRTCKXETXF.6YS6EN2CT7,0.3370000000,US East (N. Virginia),Compute optimized,4,c6a.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
WTJK7SRJK6V3HCWX.JRTCKXETXF.6YS6EN2CT7,2.0360000000,US East (N. Virginia),Memory optimized,8,x2iezn.2xlarge,256 GiB,EBS only,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
WPSREWKHF5TE9CSM.JRTCKXETXF.6YS6EN2CT7,5.3832000000,US East (N. Virginia),Memory optimized,48,r7i.12xlarge,384 GiB,EBS only,18750 Megabit,Windows,Memory Optimized,Windows,NA,No License required
X7XEUAWAZ85SCC88.JRTCKXETXF.6YS6EN2CT7,2.0352500000,US East (N. Virginia),Memory optimized,8,x2iedn.2xlarge,256 GiB,1 x 237 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
VRV44E7ENJDRDMTM.JRTCKXETXF.6YS6EN2CT7,6.5728000000,US East (N. Virginia),Compute optimized,64,c6in.16xlarge,128 GiB,EBS only,100000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
VT6ABS6UBK3UY5CH.JRTCKXETXF.6YS6EN2CT7,5.0640000000,US East (N. Virginia),General purpose,48,m5n.12xlarge,192 GiB,EBS only,50 Gigabit,Windows,General Purpose,Windows,NA,No License required
VUXPQP2SB8WD3PRT.JRTCKXETXF.6YS6EN2CT7,3.6480000000,US East (N. Virginia),GPU instance,32,g4dn.8xlarge,128 GiB,900 GB NVMe SSD,50 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
VV5A7BNXRSZQJ6MG.JRTCKXETXF.6YS6EN2CT7,0.2250000000,US East (N. Virginia),Memory optimized,2,r4.large,15.25 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
VV77TQ9GAGS9FF2G.JRTCKXETXF.6YS6EN2CT7,1.0540000000,US East (N. Virginia),Storage optimized,8,i4i.2xlarge,64 GiB,1 x 1875 NVMe SSD,Up to 12 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
VV984XACWXHCF9FC.JRTCKXETXF.6YS6EN2CT7,5.4720000000,US East (N. Virginia),General purpose,48,m5dn.12xlarge,192 GiB,2 x 900 GB NVMe SSD,50 Gigabit,Windows,General Purpose,Windows,NA,No License required
VVZ6SR9Y2BPJNZRV.JRTCKXETXF.6YS6EN2CT7,0.5326600000,US East (N. Virginia),Memory optimized,4,r6in.xlarge,32 GiB,EBS only,Up to 30000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
VXAD8Z48VTTRSQPV.JRTCKXETXF.6YS6EN2CT7,32.5640000000,US East (N. Virginia),Memory optimized,128,x2iedn.32xlarge,4096 GiB,2 x 1900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
VYJCZT3KR7UWCQ8T.JRTCKXETXF.6YS6EN2CT7,4.0560000000,US East (N. Virginia),Compute optimized,48,c5a.12xlarge,96 GiB,EBS only,12 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
V7ZPECCN7AX2ME3K.JRTCKXETXF.6YS6EN2CT7,0.0320000000,US East (N. Virginia),General purpose,1,t2.small,2 GiB,EBS only,Low to Moderate,Windows,General Purpose,Windows,NA,No License required
VDYDT4D7WRM5CVFE.JRTCKXETXF.6YS6EN2CT7,11.0990400000,US East (N. Virginia),General purpose,96,m6in.24xlarge,384 GiB,EBS only,150000 Megabit,Windows,General Purpose,Windows,NA,No License required
VENVCH793AWB9M32.JRTCKXETXF.6YS6EN2CT7,0.3856000000,US East (N. Virginia),General purpose,4,m7i.xlarge,16 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
VHKWYT3HHX8A9D9G.JRTCKXETXF.6YS6EN2CT7,9.0240000000,US East (N. Virginia),Compute optimized,96,c5d.24xlarge,192 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
VKZY87EJ294KXKWY.JRTCKXETXF.6YS6EN2CT7,8.6720000000,US East (N. Virginia),GPU instance,32,p2.8xlarge,488 GiB,EBS only,10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
M8N4UQ4CWC3KJMZT.JRTCKXETXF.6YS6EN2CT7,1.6880000000,US East (N. Virginia),General purpose,16,m5n.4xlarge,64 GiB,EBS only,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
M9MCQWG5EKKS5PWR.JRTCKXETXF.6YS6EN2CT7,0.1880000000,US East (N. Virginia),General purpose,2,m6i.large,8 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
MCDHJ5AKRPRP4SC4.JRTCKXETXF.6YS6EN2CT7,129.8080000000,US East (N. Virginia),Memory optimized,448,u-12tb1.112xlarge,12288 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
MG9HBTFUQCYTNHRJ.JRTCKXETXF.6YS6EN2CT7,0.6760000000,US East (N. Virginia),Compute optimized,8,c5a.2xlarge,16 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
MHH8NXD5X5268XCH.JRTCKXETXF.6YS6EN2CT7,3.8560000000,US East (N. Virginia),Memory optimized,32,r5b.8xlarge,256 GiB,EBS only,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
K42JSQDPG8VKG75G.JRTCKXETXF.6YS6EN2CT7,0.2000000000,US East (N. Virginia),Compute optimized,2,c5n.large,5.25 GiB,EBS only,Up to 25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
KTZYT2QK3KRKX3XT.JRTCKXETXF.6YS6EN2CT7,13.7120000000,US East (N. Virginia),GPU instance,32,p3.8xlarge,244 GiB,EBS only,10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
KWYD26U22QERWJV3.JRTCKXETXF.6YS6EN2CT7,21.5328000000,US East (N. Virginia),Memory optimized,192,r7i.metal-48xl,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
JUC92TP3WAVK547C.JRTCKXETXF.6YS6EN2CT7,0.2312300000,US East (N. Virginia),General purpose,2,m6in.large,8 GiB,EBS only,Up to 25000 Megabit,Windows,General Purpose,Windows,NA,No License required
GVKD6QU2SXZ2FGCQ.JRTCKXETXF.6YS6EN2CT7,0.9728000000,US East (N. Virginia),Memory optimized,8,r6id.2xlarge,64 GiB,1 x 474 NVMe SSD,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
K9GNYJBAEBJGBE3S.JRTCKXETXF.6YS6EN2CT7,0.2480000000,US East (N. Virginia),Storage optimized,2,i3.large,15.25 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
KAGNFDGWDJJUWHQZ.JRTCKXETXF.6YS6EN2CT7,11.5680000000,US East (N. Virginia),Memory optimized,96,r5n.metal,768 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
K5YBPA2PX7XQXAS4.JRTCKXETXF.6YS6EN2CT7,0.7520000000,US East (N. Virginia),General purpose,8,m5.2xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
K78NU28HS3SAYHQE.JRTCKXETXF.6YS6EN2CT7,0.0392000000,US East (N. Virginia),General purpose,2,t3.small,2 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
K7C8UJYVAC9EBGVN.JRTCKXETXF.6YS6EN2CT7,10.9440000000,US East (N. Virginia),General purpose,96,m5dn.24xlarge,384 GiB,4 x 900 NVMe SSD,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
KGEU82ZERJXZ92S6.JRTCKXETXF.6YS6EN2CT7,4.5982400000,US East (N. Virginia),Memory optimized,32,r6idn.8xlarge,256 GiB,1 x 1900 NVMe SSD,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
KKRP4JBQEEJ8KPHB.JRTCKXETXF.6YS6EN2CT7,0.1690000000,US East (N. Virginia),Compute optimized,2,c5a.large,4 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
MXF7Y2HWP6VMMHXZ.JRTCKXETXF.6YS6EN2CT7,10.7664000000,US East (N. Virginia),Memory optimized,96,r7i.metal-24xl,768 GiB,EBS only,37500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
MZHTWPA4TARNNTEA.JRTCKXETXF.6YS6EN2CT7,0.1950000000,US East (N. Virginia),General purpose,2,m5ad.large,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
MY4942UT22W97JPF.JRTCKXETXF.6YS6EN2CT7,0.3900000000,US East (N. Virginia),General purpose,4,m5ad.xlarge,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
KPXGFSF75NBJAUB5.JRTCKXETXF.6YS6EN2CT7,6.1721000000,US East (N. Virginia),General purpose,48,m5zn.12xlarge,192 GiB,EBS only,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
HD7DSDMNNNQAM7PK.JRTCKXETXF.6YS6EN2CT7,7.2000000000,US East (N. Virginia),Memory optimized,64,r4.16xlarge,488 GiB,EBS only,20 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
H3U84ZSUPJDGHTGW.JRTCKXETXF.6YS6EN2CT7,1.1120000000,US East (N. Virginia),Memory optimized,8,z1d.2xlarge,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
HTAKE3B6TWWTHR9G.JRTCKXETXF.6YS6EN2CT7,9.2544000000,US East (N. Virginia),General purpose,96,m7i.metal-24xl,384 GiB,EBS only,37500 Megabit,Windows,General Purpose,Windows,NA,No License required
HVDDDNMJ79QDDNQM.JRTCKXETXF.6YS6EN2CT7,14.7987200000,US East (N. Virginia),General purpose,128,m6in.32xlarge,512 GiB,EBS only,200000 Megabit,Windows,General Purpose,Windows,NA,No License required
HTUYTVYQMEGEM74Y.JRTCKXETXF.6YS6EN2CT7,4.6272000000,US East (N. Virginia),General purpose,48,m7i.12xlarge,192 GiB,EBS only,18750 Megabit,Windows,General Purpose,Windows,NA,No License required
HU3SQXZKN9QPS9WT.JRTCKXETXF.6YS6EN2CT7,4.5120000000,US East (N. Virginia),General purpose,48,m6i.12xlarge,192 GiB,EBS only,18750 Megabit,Windows,General Purpose,Windows,NA,No License required
HTJN4BQSW3S5HX29.JRTCKXETXF.6YS6EN2CT7,0.7136000000,US East (N. Virginia),General purpose,8,m6a.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
H76TM67PM8TBH9GM.JRTCKXETXF.6YS6EN2CT7,1.5424000000,US East (N. Virginia),General purpose,16,m7i.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
MKCEABBM6R2CXP4N.JRTCKXETXF.6YS6EN2CT7,0.7120000000,US East (N. Virginia),General purpose,8,m5a.2xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
N34BSS89FBWZRDZZ.JRTCKXETXF.6YS6EN2CT7,1.8240000000,US East (N. Virginia),General purpose,16,m5dn.4xlarge,64 GiB,2 x 300 NVMe SSD,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
JVQ6K6XTRBSBDXME.JRTCKXETXF.6YS6EN2CT7,1.3480000000,US East (N. Virginia),Compute optimized,16,c6a.4xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
JS23S9UZYMC2DS3U.JRTCKXETXF.6YS6EN2CT7,16.0716800000,US East (N. Virginia),General purpose,128,m6idn.32xlarge,512 GiB,4 x 1900 NVMe SSD,200000 Megabit,Windows,General Purpose,Windows,NA,No License required
JSMVRJJZDDDCWN26.JRTCKXETXF.6YS6EN2CT7,11.3280000000,US East (N. Virginia),Memory optimized,96,r5d.24xlarge,768 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
GYUU6H6TVHCGKSA7.JRTCKXETXF.6YS6EN2CT7,4.9200000000,US East (N. Virginia),Memory optimized,48,r5a.12xlarge,384 GiB,EBS only,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
GWAHNNQBKKYDZ2N6.JRTCKXETXF.6YS6EN2CT7,2.0089600000,US East (N. Virginia),General purpose,16,m6idn.4xlarge,64 GiB,1 x 950 NVMe SSD,Up to 50000 Megabit,Windows,General Purpose,Windows,NA,No License required
K7SXYAUYQAAPAGGZ.JRTCKXETXF.6YS6EN2CT7,6.6534400000,US East (N. Virginia),General purpose,64,m7a.16xlarge,256 GiB,EBS only,25000 Megabit,Windows,General Purpose,Windows,NA,No License required
K7ZJYAHDKB55BN5V.JRTCKXETXF.6YS6EN2CT7,0.1039600000,US East (N. Virginia),General purpose,1,m7a.medium,4 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
GZWYTYPS7J7N4Z82.JRTCKXETXF.6YS6EN2CT7,0.7520000000,US East (N. Virginia),General purpose,8,m6i.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
KA8723T99VEBBAPU.JRTCKXETXF.6YS6EN2CT7,0.1784000000,US East (N. Virginia),General purpose,2,m6a.large,8 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
KB8CP4XD7SBD3H3F.JRTCKXETXF.6YS6EN2CT7,12.4320000000,US East (N. Virginia),Memory optimized,96,r5dn.24xlarge,768 GiB,4 x 900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
KBNWDNPNYX37C8BM.JRTCKXETXF.6YS6EN2CT7,0.3540000000,US East (N. Virginia),Compute optimized,4,c5.xlarge,8 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
HM5WK7Z959Z46JAS.JRTCKXETXF.6YS6EN2CT7,8.1410000000,US East (N. Virginia),Memory optimized,32,x2iedn.8xlarge,1024 GiB,1 x 950 NVMe SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
KC3PFUW2U3T5RRSR.JRTCKXETXF.6YS6EN2CT7,16.2880000000,US East (N. Virginia),Memory optimized,64,x1e.16xlarge,1952 GiB,1 x 1920 SSD,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
KDH339PT4BZYF4KZ.JRTCKXETXF.6YS6EN2CT7,3.7760000000,US East (N. Virginia),Memory optimized,32,r5d.8xlarge,256 GiB,2 x 600 NVMe SSD,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
KGHZGCA9JT32U5QD.JRTCKXETXF.6YS6EN2CT7,0.5625300000,US East (N. Virginia),GPU instance,4,g4ad.xlarge,16 GiB,150 GB NVMe SSD,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
KMK9JNAHK29NK2MA.JRTCKXETXF.6YS6EN2CT7,12.4569600000,US East (N. Virginia),Compute optimized,128,c7a.32xlarge,256 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
H3DVRW566VQRJPZG.JRTCKXETXF.6YS6EN2CT7,19.9603200000,US East (N. Virginia),General purpose,192,m7a.48xlarge,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
H7WA8V3P8PGJM4SW.JRTCKXETXF.6YS6EN2CT7,0.1812500000,US East (N. Virginia),Compute optimized,2,c7i.large,4 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
KEQRXP7YBAMX94V6.JRTCKXETXF.6YS6EN2CT7,1.4240000000,US East (N. Virginia),General purpose,16,m5a.4xlarge,64 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
J8JGEGKX83C3EKXS.JRTCKXETXF.6YS6EN2CT7,3.2864000000,US East (N. Virginia),Memory optimized,32,r6a.8xlarge,256 GiB,EBS only,12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
J38W7UQ6BGXT48ZF.JRTCKXETXF.6YS6EN2CT7,7.8128000000,US East (N. Virginia),Memory optimized,64,r7a.16xlarge,512 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
J4E3EWHYRYS9MM6E.JRTCKXETXF.6YS6EN2CT7,0.2230000000,US East (N. Virginia),Memory optimized,2,r5ad.large,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
HYYCKVDJR94M4PEZ.JRTCKXETXF.6YS6EN2CT7,4.0720000000,US East (N. Virginia),Memory optimized,16,x2iezn.4xlarge,512 GiB,EBS only,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
KPNU5B9H29NYM628.JRTCKXETXF.6YS6EN2CT7,5.7840000000,US East (N. Virginia),Memory optimized,48,r5b.12xlarge,384 GiB,EBS only,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
M6S5UAGSBBTECRZX.JRTCKXETXF.6YS6EN2CT7,6.0160000000,US East (N. Virginia),General purpose,64,m6i.16xlarge,256 GiB,EBS only,25000 Megabit,Windows,General Purpose,Windows,NA,No License required
MCT4SMPMV42VW5MR.JRTCKXETXF.6YS6EN2CT7,0.6830000000,US East (N. Virginia),Storage optimized,4,d3.xlarge,32 GiB,3 x 2000 HDD,Up to 15 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
HPFHGR63YTDV5KN2.JRTCKXETXF.6YS6EN2CT7,0.3560000000,US East (N. Virginia),General purpose,4,m5a.xlarge,16 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
HPNN5F7A74REZQ7A.JRTCKXETXF.6YS6EN2CT7,4.3500000000,US East (N. Virginia),Compute optimized,48,c7i.12xlarge,96 GiB,EBS only,18750 Megabit,Windows,Compute Optimized,Windows,NA,No License required
MF2WKKFVD8HQRCEF.JRTCKXETXF.6YS6EN2CT7,8.1120000000,US East (N. Virginia),Compute optimized,96,c5a.24xlarge,192 GiB,EBS only,20 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
MRK8P9PGZKDPVUW7.JRTCKXETXF.6YS6EN2CT7,1.8880000000,US East (N. Virginia),Memory optimized,16,r5d.4xlarge,128 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
HXGQ45BFM9J2FJ3F.JRTCKXETXF.6YS6EN2CT7,0.3760000000,US East (N. Virginia),General purpose,4,m5.xlarge,16 GiB,EBS only,Up to 10 Gigabit,Windows,General Purpose,Windows,NA,No License required
