序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
163,002357,富临运业,-3.393425464630127,9.11,10.37,385493968,2855782630.46,2855885154.3999996,12.925695419311523,-0.10964912176132202,是,2.227935791015625,0/0,60日新高,铁路公路
164,300191,潜能恒信,-3.756157636642456,15.63,19.49,403408992,3457277850.0,5001600000.0,11.241066932678223,0.0,是,4.301301002502441,2/1,60日新高,采掘行业
165,601881,中国银河,-3.9615848064422607,16.0,18.33,2991328384,115894681968.0,174950436864.0,2.559302568435669,0.0,否,0.9343025088310242,4/2,近期多次涨停,证券
166,002048,宁波华翔,-4.398625373840332,13.91,16.01,926907888,9873337237.53,11320418699.2,9.23328685760498,-0.1435750126838684,否,1.034031867980957,4/2,近期多次涨停,汽车零部
167,000818,航锦科技,-4.419713973999023,30.06,34.6,3509239104,20361664044.0,20415429360.0,16.865732192993164,-0.06648936122655869,否,0.9611124992370605,20/10,近期多次涨停,化学原料
168,002276,万马股份,-4.728789806365967,13.7,15.82,3721682576,13769641703.199999,13895770808.0,26.757532119750977,-0.6526468396186829,是,2.028351306915283,4/3,60日新高且近期多次涨停,电网设备
169,603085,天成自控,-5.563583850860596,13.07,15.22,637040064,4838846422.38,5190097000.0,13.036827087402344,0.0,否,0.8502568006515503,6/3,近期多次涨停,汽车零部
170,002616,长青集团,-6.814579486846924,5.88,6.94,373017632,2764954046.4,4362762337.92,12.797849655151367,-0.16977928578853607,是,2.2688028812408447,4/2,60日新高且近期多次涨停,电力行业
171,603595,东尼电子,-7.0117645263671875,19.76,23.38,537034064,4593060361.76,4593060361.76,11.298348426818848,-0.1515917181968689,是,4.6881422996521,2/1,60日新高,消费电子
172,603690,至纯科技,-7.340090751647949,26.51,31.47,1112133232,10152382267.5,10170419830.560001,10.69063663482666,0.0,是,4.111935615539551,2/1,60日新高,专用设备
173,600734,实达集团,-7.708333492279053,4.43,5.28,1840643712,9606136580.46,9649882750.72,18.02542495727539,-0.449438214302063,是,2.597869873046875,2/1,60日新高,通信设备
174,002580,圣阳股份,-8.104487419128418,13.72,16.42,2314037616,6206088336.0,6227082570.240001,35.55616760253906,-2.2792022228240967,否,1.7826600074768066,7/5,近期多次涨停,电池
175,603316,诚邦股份,-8.242612838745117,5.9,7.07,199097364,1559157600.0,1559157600.0,12.383086204528809,-0.1692047417163849,否,2.204664468765259,5/3,近期多次涨停,工程建设
176,603991,至正股份,-8.300283432006836,64.74,77.66,886238528,4825395770.5199995,4825395770.5199995,16.87368392944336,-0.015444016084074974,是,1.61363685131073,0/0,60日新高,塑料制品
177,600238,海南椰岛,-8.404558181762695,6.43,7.72,429789920,2861360159.4,2881926000.0,14.449139595031738,-0.1552795022726059,否,2.919752836227417,3/2,近期多次涨停,酿酒行业
178,301003,江苏博云,-8.795411109924316,28.62,37.66,289475696,2194085787.12,2834906390.46,12.842613220214844,0.0,否,1.3099440336227417,4/2,近期多次涨停,塑料制品
179,603887,城地香江,-8.833746910095215,18.37,22.17,2675795904,10935282963.77,11186308921.92,22.466167449951172,0.0,是,1.3531148433685303,0/0,60日新高,互联网服
180,600729,重庆百货,-8.965295791625977,28.33,34.23,508259552,5337988574.12,12480713054.72,9.342386245727539,-0.10578279942274094,否,1.5862476825714111,4/2,近期多次涨停,商业百货
181,002522,浙江众成,-9.157509803771973,4.96,6.01,620450272,4309950668.32,4492665784.32,14.151899337768555,-0.40160641074180603,否,0.5621563196182251,9/5,近期多次涨停,塑料制品
182,605100,华丰股份,-9.16271686553955,23.0,27.85,1035607520,3908436000.0,3936036000.0,24.385812759399414,0.5244755148887634,是,2.9729180335998535,7/6,60日新高且近期多次涨停,通用设备
183,002369,卓翼科技,-9.174311637878418,11.88,14.39,3086793904,6719929187.400001,6735440701.440001,44.093868255615234,0.7633587718009949,否,0.9319261312484741,9/6,近期多次涨停,消费电子
184,000678,襄阳轴承,-9.32105827331543,7.88,9.56,762258816,3621740960.36,3621740920.96,20.353130340576172,0.0,是,1.9097414016723633,2/1,60日新高,汽车零部
185,301182,凯旺科技,-9.516063690185547,44.5,59.02,1033836704,1702200650.0,4264065650.0,54.419837951660156,0.0,是,2.7897653579711914,2/1,60日新高,消费电子
186,603037,凯众股份,-9.700722694396973,17.5,21.32,724277600,3332679595.0,3350932095.0,20.297283172607422,-0.9620826840400696,是,2.1233065128326416,2/1,60日新高,汽车零部
187,002501,利源股份,-9.865470886230469,2.01,2.45,759834592,7135498002.059999,7135499999.999999,10.447178840637207,0.0,否,1.5315980911254883,7/4,近期多次涨停,有色金属
188,000892,欢瑞世纪,-9.88505744934082,3.92,4.79,363066944,2786478899.68,3845443481.6,12.906288146972656,0.0,否,0.5908277630805969,7/4,近期多次涨停,文化传媒
189,002582,好想你,-9.915254592895508,10.63,12.98,1981284448,3657991581.86,4807517166.88,50.32310104370117,0.0,是,2.3227293491363525,3/2,60日新高且近期多次涨停,食品饮料
190,603949,雪龙集团,-9.93086051940918,14.33,17.5,291294848,3012241576.42,3025588624.4,9.508248329162598,0.0,否,1.8699897527694702,5/3,近期多次涨停,汽车零部
191,603956,威派格,-9.947644233703613,8.6,10.51,625350064,4550781512.599999,4550781504.0,13.42273998260498,0.0,否,0.6208270788192749,15/8,近期多次涨停,专用设备
192,002298,中电鑫龙,-9.948979377746582,7.06,8.62,1901205280,4614877836.96,5225182925.759999,39.44664001464844,0.0,是,1.699973702430725,5/3,60日新高且近期多次涨停,软件开发
193,600302,标准股份,-9.949409484863281,5.34,6.52,232848599,1847692353.36,1847692374.72,12.549607276916504,0.0,否,1.2306623458862305,6/3,近期多次涨停,专用设备
194,600126,杭钢股份,-9.962264060974121,11.93,14.58,4039492976,40289865760.19,40289865819.84,9.908492088317871,0.0,否,0.6036173105239868,19/13,近期多次涨停,钢铁行业
195,002527,新时达,-9.976798057556152,15.52,18.96,1532474704,8212881856.639999,10290711313.92,18.276973724365234,0.0,否,0.6743770837783813,11/6,近期多次涨停,专用设备
196,000573,粤宏远Ａ,-9.979633331298828,4.42,5.4,674674560,2797704499.98,2821200287.36,23.260841369628906,0.0,否,0.9215968251228333,6/3,近期多次涨停,房地产开
197,605300,佳禾食品,-9.983721733093262,16.59,20.27,153962958,6636165900.0,6636165900.0,2.272322416305542,0.0,否,0.5629995465278625,3/2,近期多次涨停,食品饮料
198,600589,大位科技,-9.986504554748535,6.67,8.15,2323086816,9861394166.3,9861394152.96,23.106876373291016,0.0,否,2.388888359069824,7/5,近期多次涨停,互联网服
199,002896,中大力德,-9.996177673339844,94.18,115.1,1981558896,14237311621.300001,14237311621.300001,13.639558792114258,0.0,否,0.8679419159889221,9/5,近期多次涨停,通用设备
200,000096,广聚能源,-10.0,19.8,24.2,409975120,10114790400.0,10454400000.0,4.0034708976745605,0.0,否,1.4218778610229492,11/6,近期多次涨停,石油行业
201,002910,庄园牧场,-10.033726692199707,10.67,13.05,498543552,1825231006.5,2086404832.49,26.154760360717773,0.0,否,1.7856987714767456,7/5,近期多次涨停,食品饮料
202,600076,康欣新材,-10.12145709991455,2.22,2.72,267505288,2984886274.7400002,2984886259.2000003,8.791349411010742,0.0,否,1.7309757471084595,4/2,近期多次涨停,装修建材
